ID;ATENCION DE PERSONAL;COBRO;COCCION;COMPROBANTE DE PAGO;PRESENTACION;PRODUCTO EQUIVOCADO;PRODUCTO FALTANTE;PUBLICIDAD;SABOR;SALUBRIDAD;STOCK;TEMPERATURA;TIEMPO DE ESPERA;CÓDIGO INCIDENCIA
5764629175960928438	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629017902777656	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764628984910382786	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764628977230612685	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629118863870287	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629340214067650	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629407536841139	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629467242760568	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629338674760860	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629535186289183	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629543797196947	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629552051587261	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629782088190803	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629667386559609	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629515347234565	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629678283362042	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629960450966120	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630041132597952	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629949709356179	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630333446226373	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630231855990130	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630163597887923	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630335786650058	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630275426422639	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630285866045174	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630502338267425	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630711596286285	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630694408030931	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764630780022164642	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631090148999651	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631027033113463	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631034440256481	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631243371119372	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631171904373651	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631619210118250	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631581578824764	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631753285239222	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631900366897790	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631958357345320	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631926581300307	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631845471850103	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632237219840274	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632062329948171	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632132286744697	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632250872302302	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632535019621498	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632599720952100	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632591965686386	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632668021000781	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632687860059617	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632610340933619	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633028584344016	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633052571568850	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633215868404082	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633185325484786	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633494869311739	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633389827162992	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633368125835365	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633392264055842	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633393400712874	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633598741253798	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633746930206465	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633799266733810	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634058399222423	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633916942126372	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634082235452471	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634117488577560	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634458200278733	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634411366681419	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634713004245869	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634844797665343	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634779202946225	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634952293483419	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634903517924824	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635241201337781	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635020463507991	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635205042243785	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635026402643750	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635399485983667	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635353868734336	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635828735247423	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764636767311432032	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764629257615641486	;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
5764633898604628833	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632418023705497	;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
5764628535998221032	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764629292847794160	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764630052314614801	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764634726363103478	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764635710686562530	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635841871809217	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635946297395968	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764636115583698830	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764636575342332155	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635703103262462	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2809;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4200;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4130;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3246;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2829;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2541;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4082;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2173575001;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4246;0;1;0;0;0;0;0;0;0;0;0;0;0;0100000000000
2395;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2176726486;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2228;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
2194698695;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2174351654;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2843;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3848;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
3764;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3098;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3969;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3203;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2346;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2847;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4124;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191458305;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2189967437;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2233;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2187587163;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176687052;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2237;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2195706951;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2175638478;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2191374870;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4579;0;0;0;0;0;0;0;0;0;0;0;0;1;0000000000001
2196705154;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2270;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2180196253;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2189197803;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191574449;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2384;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2445;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2197280405;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2178071252;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4261;0;1;0;0;0;0;0;0;0;0;0;0;0;0100000000000
#20569796-01;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
5764634500533388797	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3126;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2195621266;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3412;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3452;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
3682;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4632;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2963;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4380;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3910;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4057;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
#20905765-01;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4123;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764632156898922435	;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2663;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2188497024;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2404;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2549;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2175349374;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2986;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2178241618;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3896;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4527;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3227;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3878;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2455;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764631213352488873	;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
2181319610;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3486;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4203;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4425;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2930;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2831;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4536;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764631624666909266	;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4115;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3135;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2760;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2636;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2178151698;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2934;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4370;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4075;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4354;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3212;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4120;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2548;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2241;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
5764632425644756693	;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
5764636828086898298	;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764634361550932650	;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
5764633934713389081	;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2211;0;0;0;0;0;0;0;0;0;0;0;0;1;0000000000001
2193718399;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
4492;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3854;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3616;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2189318532;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2192005681;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4350;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4293;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
5764632074690563895	;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3030;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2350;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
3308;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2177196859;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2173833894;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2262;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4610;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2179447752;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4638;0;0;0;0;0;0;0;0;0;0;0;0;1;0000000000001
2274;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2174238237;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2235;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
4284;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2175153150;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4630;0;0;0;1;0;0;0;0;0;0;0;0;0;0001000000000
4588;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
4600;0;0;0;1;0;0;0;0;0;0;0;0;0;0001000000000
2234;0;1;0;0;0;0;0;0;0;0;0;0;0;0100000000000
2188500650;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3422;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2750;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3517;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3259;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3845;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2516;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3906;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3241;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3393;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764632869687332136	;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4478;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2180100103;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2188351110;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2194178727;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2187874350;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635646463380900	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
#21283176-01;0;0;0;0;0;0;0;0;0;0;0;0;1;0000000000001
4578;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2180313514;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634183620168977	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2307;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
#21067562-01;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
