ID;ATENCION DE PERSONAL;COBRO;COCCION;COMPROBANTE DE PAGO;PRESENTACION;PRODUCTO EQUIVOCADO;PRODUCTO FALTANTE;PUBLICIDAD;SABOR;SALUBRIDAD;STOCK;TEMPERATURA;TIEMPO DE ESPERA;CÓDIGO INCIDENCIA
2176172197;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2190364822;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2198336127;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2194719068;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2190267197;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2177989281;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2186447494;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2190054230;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2173404313;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2193656264;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4154;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
5764629994307389674	;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2794;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2778;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4582;0;0;0;0;0;0;0;0;0;0;0;0;1;0000000000001
2198209212;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3001;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2481;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2296;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2886;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
4252;0;0;0;1;0;0;0;0;0;0;0;0;0;0001000000000
5764628836155199340	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764629370744408818	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764630576623585711	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764631041956449136	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764631146897935514	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764632757678443987	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764633496152771462	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764631929966104130	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634908119075066	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764635835194476763	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764636326079038472	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
5764633606454578589	;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4620;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2227;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
3604;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2175591185;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2679;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182791406;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2180078667;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2184390915;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2177994776;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2193643232;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2194862022;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2215;0;1;0;0;0;0;0;0;0;0;0;0;0;0100000000000
2178112403;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764632904000930002	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2701;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2369;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2182767769;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4277;0;1;0;0;0;0;0;0;0;0;0;0;0;0100000000000
2186876842;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4255;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2194998818;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2196725316;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2178169253;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2232;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3058;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
5764630636698601309	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2605;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4570;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
3411;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2561;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
3164;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
2933;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2725;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2173770655;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3154;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764628663198876733	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628649269594141	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628618902833539	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628489340783991	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628872897299320	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628804932799350	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629169426203210	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629166649575516	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629197448349928	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629052749057227	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629258160900665	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629324158274795	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629400016456762	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629714794774763	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629657496388271	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629726496883218	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629672524581525	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629875952520342	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629897624489507	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630263690756104	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630282753868268	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630065929323779	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630117917721917	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630268958805319	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630302693592335	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630443521543150	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630546651089914	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630517450346208	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630639009661808	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630671129642857	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630635419339943	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764631339752032377	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764631644510160424	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764631534254491619	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764631473860709680	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764632145150676764	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764632442002540292	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764632994375600579	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764633032266943382	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764633184096552081	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764633143248227560	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764633342641245833	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764633473646133506	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764634088149418529	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764634048890734143	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764634663666647515	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764634494170631038	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764630329142871955	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764632652187502017	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628662024470719	;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
5764629936325331302	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764629917329329095	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2188745448;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2718;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2970;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
5764635518302227162	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764635633700112121	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764635858007297643	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764635880430047181	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764636702282941504	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764631873976339656	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
5764628703191565212	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4577;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764631402020671387	;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2188055205;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2197628845;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3061;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2184966315;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2188045025;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
2173833024;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2198010838;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2552;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2186367110;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3686;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3149;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3359;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3077;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2179461027;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2193823567;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4615;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
3114;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3183;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2183872621;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2178220622;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2182469444;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2574;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2177078676;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2190926125;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2180293991;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2173894165;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2195284634;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2176257118;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2189162454;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2178076749;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2266;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2188432627;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
2190771138;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2446;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3536;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3122;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2179158106;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3181;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2179162671;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2531;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
3449;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3681;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3687;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4524;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2181515434;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2820;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4501;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2216;0;0;0;0;0;0;0;0;0;1;0;0;0;0000000001000
2869;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3585;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4518;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4065;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3330;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3615;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2337;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3827;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2189590635;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3514;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
3076;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
3365;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
3221;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
4049;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3803;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3351;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3786;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3772;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2191643547;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3720;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4304;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3824;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
3721;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3456;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
4414;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3277;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2178362981;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2779;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3408;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2178771084;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3575;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2647;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3562;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3659;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3062;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3485;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2401;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2845;0;0;0;0;0;0;0;0;0;0;0;1;0;0000000000010
4488;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3094;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3995;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
3029;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
4494;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2197201836;0;0;0;0;0;1;0;0;0;0;0;0;0;0000010000000
4574;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2192581151;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3759;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2594;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3288;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2180979806;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2178186977;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2189234894;0;0;0;0;1;0;0;0;0;0;0;0;0;0000100000000
2180192802;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2183877290;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2198670437;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2186558357;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2189006920;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4050;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3703;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3979;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2198271564;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3245;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182789066;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2187890816;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2174734516;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176344588;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2595;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
#18092832-01;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182767321;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2192034594;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2409;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
2364;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3196;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4497;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182211826;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176118357;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3561;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3986;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
2176734648;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4510;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2788;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2175561447;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2178179178;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2467;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176849516;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2195281518;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182251916;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2177143502;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2188453878;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764633406205920341	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2186998052;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
#18614969-01;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2175228862;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2553;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3734;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634317162613915	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2593;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3935;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176436025;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191177559;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4560;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
#19211835-01;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2179016560;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3318;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2179724690;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2193477031;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3675;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3214;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3587;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4005;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4455;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2796;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3572;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4314;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3294;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2177521461;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2688;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3558;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3325;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
4112;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2786;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3479;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3283;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2193888802;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4141;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4543;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3684;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2783;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
3057;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2193787787;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3823;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3757;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3550;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2180496001;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2544;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2565;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2501;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2179606632;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2184782396;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2178796973;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4551;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2469;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4061;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2178163602;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2182234346;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2183852168;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4475;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2787;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2187796979;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3921;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2413;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2295;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2562;0;0;1;0;0;0;0;0;0;0;0;0;0;0010000000000
3801;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191693052;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2555;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2174687185;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2189523217;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191732728;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2191972537;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2192637174;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4556;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
#18296072-01;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3699;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4432;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2174560870;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2176790020;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4224;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2522;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4089;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3991;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4366;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4517;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2362;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2560;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2519;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2422;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2179754779;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2195538038;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2439;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2179361004;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2190940231;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3312;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4139;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2582;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
3527;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
4389;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764634204864315901	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2817;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2744;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
5764635393005783402	;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2628;0;0;0;0;0;0;0;0;1;0;0;0;0;0000000010000
4339;1;0;0;0;0;0;0;0;0;0;0;0;0;1000000000000
2677;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
2520;0;0;0;0;0;0;1;0;0;0;0;0;0;0000001000000
